vendor,kind,model,status,primary_source_url,secondary_source_url,fields_corroborated,conflicts,action
NVIDIA,gpu,GeForce RTX 2080 Ti,source variance,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-rtx-2080-ti.c3305,architecture | CUDA cores | base clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,boost clock: NVIDIA=1.64; independent=1545.0 | board power: NVIDIA=260 W; independent=250 W,Retain official NVIDIA value; independent source differs
NVIDIA,gpu,GeForce RTX 2080 Super,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-rtx-2080-super.c3439,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce RTX 2080,source variance,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-rtx-2080.c3224,architecture | CUDA cores | base clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,boost clock: NVIDIA=1.8; independent=1710.0 | board power: NVIDIA=225 W; independent=215 W,Retain official NVIDIA value; independent source differs
NVIDIA,gpu,GeForce RTX 2070 Super,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-rtx-2070-super.c3440,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce RTX 2070,source variance,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-rtx-2070.c3252,architecture | CUDA cores | base clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,boost clock: NVIDIA=1.71; independent=1620.0 | board power: NVIDIA=185 W; independent=175 W,Retain official NVIDIA value; independent source differs
NVIDIA,gpu,GeForce RTX 2060 Super,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-rtx-2060-super.c3441,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce RTX 2060 12 GB,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-rtx-2060-12-gb.c3836,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce RTX 2060 6 GB,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-rtx-2060.c3310,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce GTX 1660 Ti,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-gtx-1660-ti.c3364,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce GTX 1660 Super,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-gtx-1660-super.c3458,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce GTX 1660,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-gtx-1660.c3365,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce GTX 1650 Super,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-gtx-1650-super.c3411,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce GTX 1650 (G5),pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-gtx-1650.c3366,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce GTX 1650 (G6),pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-gtx-1650-gddr6.c3541,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,GeForce GTX 1630,pass,https://www.nvidia.com/en-us/geforce/graphics-cards/compare/,https://www.techpowerup.com/gpu-specs/geforce-gtx-1630.c3916,architecture | CUDA cores | base clock | boost clock | memory size | memory type | memory interface | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,Tesla V100 PCIe 32GB,pass,https://www.nvidia.com/en-sg/data-center/v100/,https://www.techpowerup.com/gpu-specs/tesla-v100-pcie-32-gb.c3184,architecture | CUDA cores | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,Tesla V100 SXM2 32GB,source variance,https://www.nvidia.com/en-sg/data-center/v100/,https://www.techpowerup.com/gpu-specs/tesla-v100-sxm2-32-gb.c3185,architecture | CUDA cores | memory size | memory type | memory bandwidth | PCIe generation | CUDA capability | board power | FP32,board power: NVIDIA=300 W; independent=250 W,Retain official NVIDIA value; independent source differs
NVIDIA,gpu,Tesla V100S PCIe 32GB,pass,https://www.nvidia.com/en-sg/data-center/v100/,https://www.techpowerup.com/gpu-specs/tesla-v100s-pcie-32-gb.c3467,architecture | CUDA cores | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,T4,source variance,https://www.nvidia.com/content/dam/en-zz/Solutions/Data-Center/tesla-t4/t4-tensor-core-datasheet-951643.pdf,https://www.techpowerup.com/gpu-specs/tesla-t4.c3316,architecture | CUDA cores | memory size | memory type | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,memory bandwidth: NVIDIA=300 GB/s; independent=320.0,Retain official NVIDIA value; independent source differs
NVIDIA,gpu,A2,pass,https://www.nvidia.com/en-us/data-center/products/a2/,https://www.techpowerup.com/gpu-specs/a2.c3848,architecture | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,A10,pass,https://www.nvidia.com/content/dam/en-zz/Solutions/Data-Center/a10/pdf/a10-datasheet.pdf,https://www.techpowerup.com/gpu-specs/a10-pcie.c3793,architecture | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,A16,pass,https://www.nvidia.com/en-au/data-center/products/a16-gpu/,https://www.techpowerup.com/gpu-specs/a16-pcie.c3794,architecture | memory size | memory type | memory bandwidth | PCIe generation | CUDA capability | board power,,No correction required
NVIDIA,gpu,A30,source variance,https://www.nvidia.com/en-us/data-center/products/a30-gpu/,https://www.techpowerup.com/gpu-specs/a30-pcie.c3792,architecture | memory size | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,memory type: NVIDIA=HBM2; independent=HBM2e,Retain official NVIDIA value; independent source differs
NVIDIA,gpu,A40,pass,https://www.nvidia.com/content/dam/en-zz/Solutions/Data-Center/a40/proviz-print-nvidia-a40-datasheet-us-nvidia-1469711-r8-web.pdf,https://www.techpowerup.com/gpu-specs/a40-pcie.c3700,architecture | CUDA cores | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,A100 80GB PCIe,pass,https://www.nvidia.com/en-us/data-center/a100/,https://www.techpowerup.com/gpu-specs/a100-pcie-80-gb.c3821,architecture | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,A100 80GB SXM,pass,https://www.nvidia.com/en-us/data-center/a100/,https://www.techpowerup.com/gpu-specs/a100-sxm4-80-gb.c3746,architecture | memory size | memory type | memory bandwidth | PCIe generation | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,L4,pass,https://images.nvidia.com/aem-dam/Solutions/geforce/ada/nvidia-ada-gpu-architecture.pdf,https://www.techpowerup.com/gpu-specs/l4.c4091,architecture | CUDA cores | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,L40S,source variance,https://www.nvidia.com/en-us/data-center/l40s/,https://www.techpowerup.com/gpu-specs/l40s.c4173,architecture | CUDA cores | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,board power: NVIDIA=350 W; independent=300 W,Retain official NVIDIA value; independent source differs
NVIDIA,gpu,H100 SXM,pass,https://www.nvidia.com/en-us/data-center/h100/,https://www.techpowerup.com/gpu-specs/h100-sxm5-80-gb.c3900,architecture | memory size | memory type | memory bandwidth | PCIe generation | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,H100 NVL,pass,https://www.nvidia.com/en-us/data-center/h100/,https://www.techpowerup.com/gpu-specs/h100-nvl-94-gb.c4327,architecture | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,H200 SXM,pass,https://www.nvidia.com/en-us/data-center/h200/,https://www.techpowerup.com/gpu-specs/h200-sxm-141-gb.c4255,architecture | memory size | memory type | memory bandwidth | PCIe generation | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,H200 NVL,pass,https://www.nvidia.com/en-us/data-center/h200/,https://www.techpowerup.com/gpu-specs/h200-nvl.c4254,architecture | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power | FP32,,No correction required
NVIDIA,gpu,B200 SXM,source variance,https://docs.nvidia.com/enterprise-reference-architectures/hgx-ai-factory-h100-h200-b200/latest/components.html,https://www.techpowerup.com/gpu-specs/b200.c4210,architecture | memory size | memory type | CUDA capability | board power,memory bandwidth: NVIDIA=8 TB/s; independent=8199.999999999998,Retain official NVIDIA value; independent source differs
NVIDIA,gpu,B300 SXM,source variance,https://docs.nvidia.com/enterprise-reference-architectures/hgx-ai-factory/latest/components.html,https://www.techpowerup.com/gpu-specs/b300.c4375,architecture | memory size | memory type | CUDA capability,memory bandwidth: NVIDIA=8 TB/s; independent=8199.999999999998,Retain official NVIDIA value; independent source differs
NVIDIA,gpu,RTX PRO 6000 Blackwell Server Edition,pass,https://www.nvidia.com/content/dam/en-zz/Solutions/design-visualization/quadro-product-literature/NVIDIA-RTX-Blackwell-PRO-GPU-Architecture-v1.0.pdf,https://www.techpowerup.com/gpu-specs/rtx-pro-6000-blackwell-server.c4274,architecture | CUDA cores | memory size | memory type | memory bandwidth | PCIe generation | PCIe lanes | CUDA capability | board power,,No correction required
NVIDIA,cpu,Grace CPU C1,documented conflict,https://www.nvidia.com/en-eu/data-center/grace-cpu-superchip/,https://developer.nvidia.com/blog/nvidia-grace-cpu-integrates-with-the-arm-software-ecosystem/,cores=72; memory bandwidth=500 GB/s; L3 conflict retained,L3: formal guide=117 MB per CPU; current NVIDIA blog=114 MB,Retain formal performance-guide cache value and mark confidence medium
NVIDIA,cpu,Grace CPU Superchip,documented conflict,https://docs.nvidia.com/grace-performance-tuning-guide.pdf,https://developer.nvidia.com/blog/nvidia-grace-cpu-superchip-architecture-in-depth/,cores=144; memory bandwidth=1 TB/s; TDP=500 W; L3 conflict retained,L3: formal guide=117 MB per CPU; current NVIDIA blog=114 MB,Retain formal performance-guide cache value and mark confidence medium
NVIDIA,cpu,GH200 Grace Hopper Superchip,documented conflict,https://docs.nvidia.com/grace-performance-tuning-guide.pdf,https://developer.nvidia.com/blog/simplify-system-memory-management-with-the-latest-nvidia-gh200-nvl2-enterprise-ra/,cores=72; CPU memory=480 GB; GPU memory=144 GB; GPU bandwidth=4.9 TB/s; L3 conflict retained,L3: formal guide=117 MB per CPU; current NVIDIA blog=114 MB,Retain formal performance-guide cache value and mark confidence medium
NVIDIA,cpu,GB10 Grace Blackwell Superchip,pass,https://www.nvidia.com/en-us/products/workstations/dgx-spark/,https://www.nvidia.com/content/dam/en-zz/Solutions/dgx-spark/DGX-Spark-Quick-Start-Guide.pdf,cores=20; memory=128 GB; TDP=140 W,,No correction required
